region,unit_name,unit_type,run_scope,population_period,population_source,population,households,persons_per_household,migration_period,migration_source,migration_table_id,migration_indicator_id,migration_region_code,migration_value,employment_period,employment_source,employment_table_id,employment_region_code,employed_thousand,employment_rate,merge_status,notes,urban_form_period,urban_form_source,urban_form_dataset,urban_population_ratio_admin,urban_population_ratio_zoning,urban_population_admin,urban_population_zoning,fiscal_period,fiscal_source,fiscal_self_reliance,fiscal_autonomy,fiscal_region_code,commuting_period,commuting_source,commuting_value,land_price_period,land_price_source,land_price_latest_month,land_price_value
Gyeonggi,안성시,city,run-1-main-66,2026-03,MOIS,197266,97719,2.02,2026-02,KOSIS,DT_1B26001,T10,41550,2218,2025-H2,KOSIS,DT_1ES3A03_A01S,3122,122,62.4,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,66.44,80,128862,155159,2025,KOSIS e-지방지표,28.5,58.1,31220,2020,KOSIS,109.4,2025,data.go.kr/MOLIT,6월,0.094
Gyeonggi,김포시,city,run-1-main-66,2026-03,MOIS,484334,207773,2.33,2026-02,KOSIS,DT_1B26001,T10,41570,4736,2025-H2,KOSIS,DT_1ES3A03_A01S,3123,261,61.1,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,95.43,92.5,464606,450338,2025,KOSIS e-지방지표,33.4,53.0,31230,2020,KOSIS,94.1,2025,data.go.kr/MOLIT,6월,0.165
Gyeonggi,화성시,city,run-1-main-66,2026-03,MOIS,995253,431545,2.31,2026-02,KOSIS,DT_1B26001,T10,41590,14635,2025-H2,KOSIS,DT_1ES3A03_A01S,3124,587,67.1,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,92.44,70,895620,678175,2025,KOSIS e-지방지표,52.0,59.4,31240,2020,KOSIS,106.7,2025,data.go.kr/MOLIT,6월,0.26
Gyeonggi,광주시,city,run-1-main-66,2026-03,MOIS,397166,176114,2.26,2026-02,KOSIS,DT_1B26001,T10,41610,3290,2025-H2,KOSIS,DT_1ES3A03_A01S,3125,225,63.2,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,92.89,64.33,369340,255786,2025,KOSIS e-지방지표,31.7,51.9,31250,2020,KOSIS,87.8,2025,data.go.kr/MOLIT,6월,0.196
Gyeonggi,양주시,city,run-1-main-66,2026-03,MOIS,296830,132909,2.23,2026-02,KOSIS,DT_1B26001,T10,41630,2925,2025-H2,KOSIS,DT_1ES3A03_A01S,3126,154,59.6,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,88.26,75,255087,216753,2025,KOSIS e-지방지표,26.5,54.0,31260,2020,KOSIS,98.8,2025,data.go.kr/MOLIT,6월,0.109
Gyeonggi,포천시,city,run-1-main-66,2026-03,MOIS,140428,74037,1.90,2026-02,KOSIS,DT_1B26001,T10,41650,1124,2025-H2,KOSIS,DT_1ES3A03_A01S,3127,90,64.1,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,53.65,39.03,75901,55209,2025,KOSIS e-지방지표,19.6,52.8,31270,2020,KOSIS,122.8,2025,data.go.kr/MOLIT,6월,0.104
Gyeonggi,여주시,city,run-1-main-66,2026-03,MOIS,113621,56959,1.99,2026-02,KOSIS,DT_1B26001,T10,41670,982,2025-H2,KOSIS,DT_1ES3A03_A01S,3128,68,63.8,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,68.4,68,78391,77935,2025,KOSIS e-지방지표,21.1,58.3,31280,2020,KOSIS,105.1,2025,data.go.kr/MOLIT,6월,0.115
Gyeonggi,연천군,county,run-1-main-66,2026-03,MOIS,42684,22689,1.88,2026-02,KOSIS,DT_1B26001,T10,41800,449,2025-H2,KOSIS,DT_1ES3A03_A01S,3135,20,59.4,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,62.36,75.48,25484,30845,2025,KOSIS e-지방지표,15.3,65.0,31550,2020,KOSIS,106.4,2025,data.go.kr/MOLIT,6월,0.071
Gyeonggi,가평군,county,run-1-main-66,2026-03,MOIS,61963,33144,1.87,2026-02,KOSIS,DT_1B26001,T10,41820,551,2025-H2,KOSIS,DT_1ES3A03_A01S,3137,34,62.3,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,34.04,33.2,21282,20756,2025,KOSIS e-지방지표,17.1,57.7,31570,2020,KOSIS,105.7,2025,data.go.kr/MOLIT,6월,0.082
Gyeonggi,양평군,county,run-1-main-66,2026-03,MOIS,126742,63782,1.99,2026-02,KOSIS,DT_1B26001,T10,41830,1058,2025-H2,KOSIS,DT_1ES3A03_A01S,3138,67,59.7,migration_ok;employment_ok;urban_form_ok;fiscal_ok;commuting_ok;land_price_ok,,2024,LX/data.go.kr,15101219,29.72,70.48,37683,89366,2025,KOSIS e-지방지표,17.3,60.0,31580,2020,KOSIS,95.0,2025,data.go.kr/MOLIT,6월,0.087
